C,N,Vb,Vc,Fat,cellulose,Weightgain
-0.33989448,-0.604034958,-0.294427843,-0.391136688,-0.282389923,0.735684163,0.091
1.829288363,-0.604034958,-0.739463218,0.064573623,-0.73040824,-0.792780277,0.0852
0.383166467,-0.604034958,-0.650456143,-0.846847,1.509683342,0.27204995,0.0413
-0.701424954,0.018631924,-0.739463218,-0.391136688,1.509683342,0.506414497,0.1944
0.383166467,0.018631924,0.150607531,0.064573623,0.613646709,-0.334240945,0.0447
-0.701424954,-0.604034958,0.150607531,1.88741487,-1.178426556,0.837581793,0.0655
-0.33989448,1.263965689,-0.650456143,0.064573623,4.197793241,-0.797875159,0.0591
-1.062955428,0.018631924,-0.650456143,1.88741487,-0.282389923,0.628691653,0.1104
-0.33989448,-1.226701841,0.150607531,-0.755704938,1.509683342,1.240077429,0.0293
0.383166467,-0.915368399,1.930749029,-0.391136688,-1.178426556,0.353568053,0.0763
-0.33989448,1.263965689,-0.650456143,-0.391136688,-0.282389923,-0.797875159,0.1687
-0.701424954,-0.604034958,0.150607531,1.88741487,-1.178426556,0.837581793,0.123
1.829288363,-0.604034958,-0.739463218,0.064573623,-0.73040824,-0.792780277,0.0618
1.829288363,0.018631924,-0.294427843,-0.755704938,-1.178426556,-1.281888898,0.1049
1.829288363,0.018631924,-0.294427843,-0.755704938,-1.178426556,-1.281888898,0.0889
-0.33989448,1.263965689,-0.650456143,-0.755704938,-0.282389923,-0.797875159,0.1348
1.106227415,1.263965689,-0.650456143,-0.391136688,-0.282389923,-0.797875159,0.1672
-0.33989448,-1.226701841,0.150607531,-0.755704938,1.509683342,1.240077429,0.0587
-0.701424954,1.263965689,-0.294427843,-0.846847,0.613646709,-0.512561796,0.2191
1.829288363,-1.226701841,-0.650456143,-0.391136688,0.613646709,-0.262912604,0.0762
-0.701424954,-1.226701841,1.930749029,0.064573623,-0.282389923,1.34706994,0.0166
-1.062955428,-1.226701841,-0.739463218,-0.846847,-1.178426556,1.805609272,0.0338
1.829288363,1.263965689,1.930749029,1.88741487,1.509683342,-2.575988791,0.0459
-1.062955428,-0.915368399,-0.294427843,0.064573623,1.509683342,1.474441976,0.0841
-0.33989448,1.263965689,-0.650456143,0.064573623,1.509683342,-0.797875159,0.0651
-0.33989448,-1.226701841,0.150607531,-0.755704938,1.509683342,1.240077429,0.0229
1.106227415,1.263965689,-0.650456143,-0.391136688,-0.282389923,-0.797875159,0.1688
-0.33989448,-0.604034958,-0.294427843,-0.391136688,-0.282389923,0.735684163,0.0812
1.829288363,1.263965689,1.930749029,1.88741487,1.509683342,-2.575988791,0.0314
1.829288363,-0.604034958,-0.739463218,0.064573623,-0.73040824,-0.792780277,0.0507
1.829288363,1.263965689,1.930749029,1.88741487,1.509683342,-2.575988791,0.0428
-0.33989448,1.263965689,-0.650456143,0.064573623,-1.178426556,-0.797875159,0.1375
0.383166467,0.018631924,0.150607531,0.064573623,0.613646709,-0.334240945,0.0321
0.383166467,-0.604034958,-0.650456143,-0.846847,1.509683342,0.27204995,0.1127
-1.062955428,1.263965689,0.150607531,-0.391136688,-0.73040824,-0.308766538,0.1751
1.829288363,-1.226701841,-0.650456143,-0.391136688,0.613646709,-0.262912604,0.061
-1.062955428,-0.915368399,-0.294427843,0.064573623,1.509683342,1.474441976,0.0508
-0.701424954,0.018631924,-0.739463218,-0.391136688,1.509683342,0.506414497,0.1747
-0.701424954,-0.915368399,-0.650456143,-0.755704938,-0.73040824,1.285931362,0.1067
-0.701424954,1.263965689,-0.294427843,-0.846847,0.613646709,-0.512561796,0.1286
-0.33989448,-0.604034958,-0.294427843,-0.391136688,-0.282389923,0.735684163,0.0939
1.829288363,-1.226701841,-0.650456143,-0.391136688,0.613646709,-0.262912604,0.0434
0.383166467,-0.604034958,-0.650456143,-0.846847,1.509683342,0.27204995,0.1435
1.829288363,-0.915368399,0.150607531,-0.846847,-0.282389923,-0.538036204,0.0809
-1.062955428,-0.604034958,1.930749029,-0.755704938,0.613646709,1.138179799,0.1021
-1.062955428,-0.604034958,1.930749029,-0.755704938,0.613646709,1.138179799,0.1342
-0.33989448,0.018631924,1.930749029,-0.846847,-0.73040824,0.124298387,0.122
-0.33989448,1.263965689,-0.650456143,3.710256118,-0.282389923,-0.797875159,0.1326
-0.33989448,1.263965689,-0.650456143,0.064573623,-1.178426556,-0.797875159,0.1897
1.829288363,0.018631924,-0.294427843,-0.755704938,-1.178426556,-1.281888898,0.0968
-0.33989448,1.263965689,-0.650456143,-0.755704938,-0.282389923,-0.797875159,0.114
1.829288363,0.018631924,-0.294427843,-0.755704938,-1.178426556,-1.281888898,0.0888
0.383166467,1.263965689,-0.650456143,-0.391136688,-0.282389923,-0.797875159,0.1832
